Region,Anchor,Neighbor,Cooc_Windows,Anchor_WindowCount,Neighbor_WindowCount,NPMI
CN,人工智能,助理,15,3546,15,0.0927
CN,人工智能,万物,15,3546,15,0.0927
CN,人工智能,智联,15,3546,15,0.0927
CN,人工智能,汽车,15,3546,15,0.0927
CN,人工智能,机和,15,3546,15,0.0927
CN,人工智能,电脑,15,3546,15,0.0927
CN,人工智能,智能家居,15,3546,15,0.0927
CN,人工智能,穿戴,15,3546,15,0.0927
CN,人工智能,体化全,15,3546,15,0.0927
CN,人工智能,宇宙,15,3546,15,0.0927
CN,人工智能,低空,15,3546,15,0.0927
CN,人工智能,增材,15,3546,15,0.0927
CN,人工智能,福祉,15,3546,15,0.0927
CN,人工智能,管理模式,15,3546,15,0.0927
CN,人工智能,代理,15,3546,15,0.0927
CN,人工智能,创新型,15,3546,15,0.0927
CN,人工智能,紧缺,15,3546,15,0.0927
CN,人工智能,危等,15,3546,15,0.0927
CN,人工智能,激发,15,3546,15,0.0927
CN,人工智能,创业,15,3546,15,0.0927
CN,人工智能,风险评估,15,3546,15,0.0927
CN,人工智能,倾斜,15,3546,15,0.0927
CN,人工智能,减少,15,3546,15,0.0927
CN,人工智能,更富,15,3546,15,0.0927
CN,人工智能,成效,15,3546,15,0.0927
CN,人工智能,学伴,15,3546,15,0.0927
CN,人工智能,美好,15,3546,15,0.0927
CN,人工智能,可享,15,3546,15,0.0927
CN,人工智能,居民,15,3546,15,0.0927
CN,人工智能,诊疗,15,3546,15,0.0927
CN,人工智能,医保,15,3546,15,0.0927
CN,人工智能,幅提,15,3546,15,0.0927
CN,人工智能,基层,15,3546,15,0.0927
CN,人工智能,展现,15,3546,15,0.0927
CN,人工智能,中华,15,3546,15,0.0927
CN,人工智能,化元素,15,3546,15,0.0927
CN,人工智能,对织密,15,3546,15,0.0927
CN,人工智能,精神,15,3546,15,0.0927
CN,人工智能,慰藉,15,3546,15,0.0927
CN,人工智能,助残,15,3546,15,0.0927
CN,人工智能,好房,15,3546,15,0.0927
CN,人工智能,温度,15,3546,15,0.0927
CN,人工智能,开创,15,3546,15,0.0927
CN,人工智能,机共,15,3546,15,0.0927
CN,人工智能,图景,15,3546,15,0.0927
CN,人工智能,市政,15,3546,15,0.0927
CN,人工智能,城市规划,15,3546,15,0.0927
CN,人工智能,乡村,15,3546,15,0.0927
CN,人工智能,延伸,15,3546,15,0.0927
CN,人工智能,城乡,15,3546,15,0.0927
CN,人工智能,实验,15,3546,15,0.0927
CN,人工智能,稳妥,15,3546,15,0.0927
CN,人工智能,全程,15,3546,15,0.0927
CN,人工智能,办理,15,3546,15,0.0927
CN,人工智能,公共资源,15,3546,15,0.0927
CN,人工智能,招标,15,3546,15,0.0927
CN,人工智能,投标,15,3546,15,0.0927
CN,人工智能,交易,15,3546,15,0.0927
CN,人工智能,新格局,15,3546,15,0.0927
CN,人工智能,塑造,15,3546,15,0.0927
CN,人工智能,预测,15,3546,15,0.0927
CN,人工智能,模拟,15,3546,15,0.0927
CN,人工智能,推演,15,3546,15,0.0927
CN,人工智能,平权,15,3546,15,0.0927
CN,人工智能,互信,15,3546,15,0.0927
CN,人工智能,可及,15,3546,15,0.0927
CN,人工智能,平等,15,3546,15,0.0927
CN,人工智能,弥合,15,3546,15,0.0927
CN,人工智能,撑能,15,3546,15,0.0927
CN,人工智能,适配,15,3546,15,0.0927
CN,人工智能,互联互通,15,3546,15,0.0927
CN,人工智能,普惠易,15,3546,15,0.0927
CN,人工智能,服务商,15,3546,15,0.0927
CN,人工智能,体即,15,3546,15,0.0927
CN,人工智能,研制,15,3546,15,0.0927
CN,人工智能,国际化,15,3546,15,0.0927
CN,人工智能,集等,15,3546,15,0.0927
CN,人工智能,优质,15,3546,15,0.0927
CN,人工智能,股权,15,3546,15,0.0927
CN,人工智能,期权,15,3546,15,0.0927
CN,人工智能,中长期,15,3546,15,0.0927
CN,人工智能,引才,15,3546,15,0.0927
CN,人工智能,留才,15,3546,15,0.0927
CN,人工智能,政策法规,15,3546,15,0.0927
CN,人工智能,国有资本,15,3546,15,0.0927
CN,人工智能,考核,15,3546,15,0.0927
CN,人工智能,党的领导,15,3546,15,0.0927
CN,人工智能,第一条,15,3546,15,0.0927
CN,人工智能,以下,15,3546,15,0.0927
CN,人工智能,简称,15,3546,15,0.0927
CN,人工智能,适用,15,3546,15,0.0927
CN,人工智能,第三条,15,3546,15,0.0927
CN,人工智能,利用,15,3546,15,0.0927
CN,人工智能,生成,15,3546,15,0.0927
CN,人工智能,深刻,15,3546,15,0.0927
CN,人工智能,前所未有,15,3546,15,0.0927
CN,人工智能,机遇,15,3546,15,0.0927
CN,人工智能,未遇,15,3546,15,0.0927
CN,人工智能,达成,15,3546,15,0.0927
CN,人工智能,以来,15,3546,15,0.0927
CN,人工智能,渗透,15,3546,15,0.0927
CN,人工智能,普及,15,3546,15,0.0927
CN,人工智能,问答,15,3546,15,0.0927
CN,人工智能,正在,15,3546,15,0.0927
CN,人工智能,打通,15,3546,15,0.0927
CN,人工智能,连接,15,3546,15,0.0927
CN,人工智能,最后,15,3546,15,0.0927
CN,人工智能,不再,15,3546,15,0.0927
CN,人工智能,遥不可及,15,3546,15,0.0927
CN,人工智能,与此同时,15,3546,15,0.0927
CN,人工智能,表现形式,15,3546,15,0.0927
CN,人工智能,险新,15,3546,15,0.0927
CN,人工智能,秉持,15,3546,15,0.0927
CN,人工智能,安全观,15,3546,15,0.0927
CN,人工智能,并重,15,3546,15,0.0927
CN,人工智能,要务,15,3546,15,0.0927
CN,人工智能,切实,15,3546,15,0.0927
CN,人工智能,利益,15,3546,15,0.0927
CN,人工智能,确保安全,15,3546,15,0.0927
CN,人工智能,多层,15,3546,15,0.0927
CN,人工智能,严防,15,3546,15,0.0927
CN,人工智能,始终,15,3546,15,0.0927
CN,人工智能,处于,15,3546,15,0.0927
CN,人工智能,之下,15,3546,15,0.0927
CN,人工智能,构成,15,3546,15,0.0927
CN,人工智能,需调,15,3546,15,0.0927
CN,人工智能,动执,15,3546,15,0.0927
CN,人工智能,具断,15,3546,15,0.0927
CN,人工智能,抑制,15,3546,15,0.0927
CN,人工智能,艺术,15,3546,15,0.0927
CN,人工智能,作者,15,3546,15,0.0927
CN,人工智能,其产,15,3546,15,0.0927
CN,人工智能,正确,15,3546,15,0.0927
CN,人工智能,原理,15,3546,15,0.0927
CN,人工智能,聚合,15,3546,15,0.0927
CN,人工智能,多个,15,3546,15,0.0927
CN,人工智能,控制策略,15,3546,15,0.0927
CN,人工智能,承载,15,3546,15,0.0927
CN,人工智能,裁减,15,3546,15,0.0927
CN,人工智能,机等,15,3546,15,0.0927
CN,人工智能,遮挡,15,3546,15,0.0927
CN,人工智能,电磁,15,3546,15,0.0927
CN,人工智能,其滥,15,3546,15,0.0927
CN,人工智能,分级分类,15,3546,15,0.0927
CN,人工智能,登记,15,3546,15,0.0927
CN,人工智能,相匹配,15,3546,15,0.0927
CN,人工智能,众测,15,3546,15,0.0927
CN,人工智能,汇集,15,3546,15,0.0927
CN,人工智能,信息库,15,3546,15,0.0927
CN,人工智能,跨域,15,3546,15,0.0927
CN,人工智能,对核,15,3546,15,0.0927
CN,人工智能,多维度,15,3546,15,0.0927
CN,人工智能,课程体系,15,3546,15,0.0927
CN,人工智能,基础教育,15,3546,15,0.0927
CN,人工智能,顶尖,15,3546,15,0.0927
CN,人工智能,类脑,15,3546,15,0.0927
CN,人工智能,事业单位,15,3546,15,0.0927
CN,人工智能,课程,15,3546,15,0.0927
CN,人工智能,科普活动,15,3546,15,0.0927
CN,人工智能,险及,15,3546,15,0.0927
CN,人工智能,局限,15,3546,15,0.0927
CN,人工智能,业协会,15,3546,15,0.0927
CN,人工智能,范作,15,3546,15,0.0927
CN,人工智能,组和,15,3546,15,0.0927
CN,人工智能,apec,15,3546,15,0.0927
CN,人工智能,g20,15,3546,15,0.0927
CN,人工智能,上合,15,3546,15,0.0927
CN,人工智能,发展中国家,15,3546,15,0.0927
CN,人工智能,代表性,15,3546,15,0.0927
CN,人工智能,解决,15,3546,15,0.0927
CN,人工智能,明确责任,15,3546,15,0.0927
CN,人工智能,复核,15,3546,15,0.0927
CN,人工智能,授权,15,3546,15,0.0927
CN,人工智能,下运,15,3546,15,0.0927
CN,人工智能,严格管理,15,3546,15,0.0927
CN,人工智能,时使,15,3546,15,0.0927
CN,人工智能,加密技术,15,3546,15,0.0927
CN,人工智能,保护措施,15,3546,15,0.0927
CN,人工智能,应向,15,3546,15,0.0927
CN,人工智能,功能设计,15,3546,15,0.0927
CN,人工智能,充分考虑,15,3546,15,0.0927
CN,人工智能,信誉,15,3546,15,0.0927
CN,人工智能,良好,15,3546,15,0.0927
CN,人工智能,注意,15,3546,15,0.0927
CN,人工智能,能能,15,3546,15,0.0927
CN,人工智能,应应,15,3546,15,0.0927
CN,人工智能,用用,15,3546,15,0.0927
CN,人工智能,衍衍,15,3546,15,0.0927
CN,人工智能,生生安,15,3546,15,0.0927
CN,人工智能,安安全全,15,3546,15,0.0927
CN,人工智能,风风,15,3546,15,0.0927
CN,人工智能,险险,15,3546,15,0.0927
CN,人工智能,诸多,15,3546,15,0.0927
CN,人工智能,覆盖范围,15,3546,15,0.0927
CN,人工智能,或应,15,3546,15,0.0927
CN,人工智能,相对,15,3546,15,0.0927
CN,人工智能,数量,15,3546,15,0.0927
CN,人工智能,达到,15,3546,15,0.0927
CN,人工智能,参照,15,3546,15,0.0927
CN,人工智能,实施细则,15,3546,15,0.0927
CN,人工智能,于本,15,3546,15,0.0927
CN,人工智能,实例,15,3546,15,0.0927
CN,人工智能,权重,15,3546,15,0.0927
CN,人工智能,确定,15,3546,15,0.0927
CN,人工智能,不会,15,3546,15,0.0927
CN,人工智能,正义,15,3546,15,0.0927
CN,人工智能,全护,15,3546,15,0.0927
CN,人工智能,术语,15,3546,15,0.0927
CN,人工智能,提到,15,3546,15,0.0927
CN,人工智能,专业术语,15,3546,15,0.0927
CN,人工智能,道德规范,15,3546,15,0.0927
CN,人工智能,数据分析,15,3546,15,0.0927
CN,人工智能,设计者,15,3546,15,0.0927
CN,人工智能,相符,15,3546,15,0.0927
CN,人工智能,标的,15,3546,15,0.0927
CN,人工智能,平下,15,3546,28,-0.0109
CN,人工智能,扩展,15,3546,30,-0.0224
CN,人工智能,贯彻,15,3546,30,-0.0224
CN,人工智能,文本,15,3546,30,-0.0224
CN,人工智能,图片,15,3546,30,-0.0224
CN,人工智能,业务,15,3546,30,-0.0224
CN,人工智能,理念,15,3546,30,-0.0224
CN,人工智能,极端主义,15,3546,30,-0.0224
CN,人工智能,喜好,15,3546,30,-0.0224
CN,人工智能,群体,15,3546,30,-0.0224
CN,人工智能,对输,15,3546,30,-0.0224
CN,人工智能,互动,15,3546,30,-0.0224
CN,人工智能,宣传,15,3546,30,-0.0224
CN,人工智能,引领,15,3546,30,-0.0224
CN,人工智能,计划,15,3546,30,-0.0224
CN,人工智能,积极参与,15,3546,30,-0.0224
CN,人工智能,技术创新,15,3546,30,-0.0224
CN,人工智能,敏感数据,15,3546,30,-0.0224
CN,人工智能,仔细阅读,15,3546,30,-0.0224
CN,人工智能,因素,15,3546,30,-0.0224
CN,人工智能,区域性,15,3546,30,-0.0224
CN,人工智能,选取,15,3546,30,-0.0224
CN,人工智能,细则,15,3546,30,-0.0224
CN,人工智能,级别,15,3546,30,-0.0224
CN,人工智能,音频,15,3546,39,-0.0659
CN,人工智能,虚拟,15,3546,40,-0.0702
CN,人工智能,情形,15,3546,45,-0.0897
CN,人工智能,电信,15,3546,45,-0.0897
CN,人工智能,严格,15,3546,45,-0.0897
CN,人工智能,网络,15,3546,60,-0.1375
CN,人工智能,合理,15,3546,75,-0.1745
CN,人工智能,添加,15,3546,311,-0.4106
CN,人工智能,分享,14,3546,15,0.0803
CN,人工智能,战略规划,14,3546,15,0.0803
CN,人工智能,商贸,14,3546,15,0.0803
CN,人工智能,攻坚,14,3546,15,0.0803
CN,人工智能,全学段,14,3546,15,0.0803
CN,人工智能,职业,14,3546,15,0.0803
CN,人工智能,多元化,14,3546,15,0.0803
CN,人工智能,给予,14,3546,15,0.0803
CN,人工智能,青年,14,3546,15,0.0803
CN,人工智能,施展,14,3546,15,0.0803
CN,人工智能,积极探索,14,3546,15,0.0803
CN,人工智能,融和,14,3546,15,0.0803
CN,人工智能,前言,14,3546,15,0.0803
CN,人工智能,产业链,14,3546,15,0.0803
CN,人工智能,深伪,14,3546,15,0.0803
CN,人工智能,涉恐,14,3546,15,0.0803
CN,人工智能,效应,14,3546,15,0.0803
CN,人工智能,宣扬,14,3546,15,0.0803
CN,人工智能,排除,14,3546,15,0.0803
CN,人工智能,出现,14,3546,15,0.0803
CN,人工智能,思想倾向,14,3546,15,0.0803
CN,人工智能,环境友好,14,3546,15,0.0803
CN,人工智能,审查,14,3546,15,0.0803
CN,人工智能,基准,14,3546,15,0.0803
CN,人工智能,普遍,14,3546,15,0.0803
CN,人工智能,融等,14,3546,15,0.0803
CN,人工智能,业务范围,14,3546,15,0.0803
CN,人工智能,做出,14,3546,15,0.0803
CN,人工智能,少年,14,3546,15,0.0803
CN,人工智能,工智智,14,3546,15,0.0803
CN,人工智能,业本,14,3546,15,0.0803
CN,人工智能,所在国,14,3546,15,0.0803
CN,人工智能,严格遵守,14,3546,15,0.0803
CN,人工智能,所在地,14,3546,15,0.0803
CN,人工智能,接受,14,3546,15,0.0803
CN,人工智能,借助,14,3546,15,0.0803
CN,人工智能,相结合,14,3546,30,-0.0335
CN,人工智能,易受,14,3546,30,-0.0335
CN,人工智能,故障,14,3546,30,-0.0335
CN,人工智能,不得,14,3546,46,-0.1036
CN,人工智能,安全评估,14,3546,60,-0.1472
CN,人工智能,直辖市,13,3546,13,0.0905
CN,人工智能,重塑,13,3546,15,0.0673
CN,人工智能,命性,13,3546,15,0.0673
CN,人工智能,跨界,13,3546,15,0.0673
CN,人工智能,共创,13,3546,15,0.0673
CN,人工智能,赛道,13,3546,15,0.0673
CN,人工智能,物流,13,3546,15,0.0673
CN,人工智能,动员,13,3546,15,0.0673
CN,人工智能,市场,13,3546,15,0.0673
CN,人工智能,基地,13,3546,15,0.0673
CN,人工智能,开放度,13,3546,15,0.0673
CN,人工智能,试错,13,3546,15,0.0673
CN,人工智能,采购,13,3546,15,0.0673
CN,人工智能,险为,13,3546,15,0.0673
CN,人工智能,密切,13,3546,15,0.0673
CN,人工智能,态链,13,3546,15,0.0673
CN,人工智能,复杂多变,13,3546,15,0.0673
CN,人工智能,事实,13,3546,15,0.0673
CN,人工智能,涉暴,13,3546,15,0.0673
CN,人工智能,茧房,13,3546,15,0.0673
CN,人工智能,恐怖主义,13,3546,15,0.0673
CN,人工智能,思维,13,3546,15,0.0673
CN,人工智能,突发,13,3546,15,0.0673
CN,人工智能,节约,13,3546,15,0.0673
CN,人工智能,低功耗,13,3546,15,0.0673
CN,人工智能,意外,13,3546,15,0.0673
CN,人工智能,评测,13,3546,15,0.0673
CN,人工智能,开发者,13,3546,15,0.0673
CN,人工智能,外界,13,3546,15,0.0673
CN,人工智能,容忍,13,3546,15,0.0673
CN,人工智能,以适,13,3546,15,0.0673
CN,人工智能,必要性,13,3546,15,0.0673
CN,人工智能,时间,13,3546,15,0.0673
CN,人工智能,监控,13,3546,15,0.0673
CN,人工智能,有重,13,3546,15,0.0673
CN,人工智能,特殊,13,3546,15,0.0673
CN,人工智能,设定,13,3546,15,0.0673
CN,人工智能,保护意识,13,3546,15,0.0673
CN,人工智能,不必要,13,3546,15,0.0673
CN,人工智能,下输,13,3546,15,0.0673
CN,人工智能,过度,13,3546,15,0.0673
CN,人工智能,映射,13,3546,15,0.0673
CN,人工智能,人人,13,3546,15,0.0673
CN,人工智能,机工,13,3546,15,0.0673
CN,人工智能,事件,13,3546,15,0.0673
CN,人工智能,记忆,13,3546,15,0.0673
CN,人工智能,贡献,13,3546,20,0.0207
CN,人工智能,算法推荐,13,3546,30,-0.0451
CN,人工智能,及其,13,3546,30,-0.0451
CN,人工智能,修补,13,3546,30,-0.0451
CN,人工智能,阻断,13,3546,30,-0.0451
CN,人工智能,此基础,13,3546,30,-0.0451
CN,人工智能,留存,13,3546,30,-0.0451
CN,人工智能,不少,13,3546,30,-0.0451
CN,人工智能,公平性,13,3546,30,-0.0451
CN,人工智能,分发,13,3546,45,-0.1108
CN,人工智能,主体,13,3546,45,-0.1108
CN,人工智能,建议,13,3546,45,-0.1108
CN,人工智能,多样性,13,3546,45,-0.1108
CN,人工智能,追溯,13,3546,45,-0.1108
CN,人工智能,准确性,13,3546,75,-0.1937
CN,人工智能,治区,12,3546,12,0.0894
CN,人工智能,第六代,12,3546,15,0.0536
CN,人工智能,农民,12,3546,15,0.0536
CN,人工智能,经营,12,3546,15,0.0536
CN,人工智能,防灾,12,3546,15,0.0536
CN,人工智能,多路径,12,3546,15,0.0536
CN,人工智能,以应,12,3546,15,0.0536
CN,人工智能,产权,12,3546,15,0.0536
CN,人工智能,数据服务,12,3546,15,0.0536
CN,人工智能,枢纽,12,3546,15,0.0536
CN,人工智能,搭建,12,3546,15,0.0536
CN,人工智能,labeling,12,3546,15,0.0536
CN,人工智能,出发点,12,3546,15,0.0536
CN,人工智能,趋势,12,3546,15,0.0536
CN,人工智能,线性,12,3546,15,0.0536
CN,人工智能,拟合,12,3546,15,0.0536
CN,人工智能,蕴含,12,3546,15,0.0536
CN,人工智能,全球化,12,3546,15,0.0536
CN,人工智能,混淆,12,3546,15,0.0536
CN,人工智能,鉴别,12,3546,15,0.0536
CN,人工智能,涉赌,12,3546,15,0.0536
CN,人工智能,中多,12,3546,15,0.0536
CN,人工智能,基因,12,3546,15,0.0536
CN,人工智能,预设,12,3546,15,0.0536
CN,人工智能,步提,12,3546,15,0.0536
CN,人工智能,举报,12,3546,15,0.0536
CN,人工智能,共商,12,3546,15,0.0536
CN,人工智能,监督权,12,3546,15,0.0536
CN,人工智能,易于,12,3546,15,0.0536
CN,人工智能,泄漏,12,3546,15,0.0536
CN,人工智能,未成年,12,3546,15,0.0536
CN,人工智能,层级,12,3546,15,0.0536
CN,人工智能,微扰,12,3546,15,0.0536
CN,人工智能,微调,12,3546,30,-0.0573
CN,人工智能,难度,12,3546,30,-0.0573
CN,人工智能,同意,12,3546,30,-0.0573
CN,人工智能,地位,12,3546,30,-0.0573
CN,人工智能,化等,12,3546,30,-0.0573
CN,人工智能,脱敏,12,3546,30,-0.0573
CN,人工智能,知情权,12,3546,30,-0.0573
CN,人工智能,选择权,12,3546,30,-0.0573
CN,人工智能,归属,12,3546,30,-0.0573
CN,人工智能,窃取,12,3546,30,-0.0573
CN,人工智能,严重,12,3546,30,-0.0573
CN,人工智能,版本,12,3546,35,-0.082
CN,人工智能,幻觉,12,3546,45,-0.1222
CN,人工智能,系统性,12,3546,45,-0.1222
CN,人工智能,特征,12,3546,75,-0.204
CN,人工智能,可靠性,12,3546,120,-0.2792
CN,人工智能,各省,11,3546,11,0.0881
CN,人工智能,移动,11,3546,15,0.0392
CN,人工智能,电商,11,3546,15,0.0392
CN,人工智能,减灾,11,3546,15,0.0392
CN,人工智能,救援,11,3546,15,0.0392
CN,人工智能,共性,11,3546,15,0.0392
CN,人工智能,激励机制,11,3546,15,0.0392
CN,人工智能,通识,11,3546,15,0.0392
CN,人工智能,长期,11,3546,15,0.0392
CN,人工智能,战略,11,3546,15,0.0392
CN,人工智能,分担,11,3546,15,0.0392
CN,人工智能,退出,11,3546,15,0.0392
CN,人工智能,委要,11,3546,15,0.0392
CN,人工智能,content,11,3546,15,0.0392
CN,人工智能,framework,11,3546,15,0.0392
CN,人工智能,落脚点,11,3546,15,0.0392
CN,人工智能,技管,11,3546,15,0.0392
CN,人工智能,计算,11,3546,15,0.0392
CN,人工智能,协作,11,3546,15,0.0392
CN,人工智能,垄断,11,3546,15,0.0392
CN,人工智能,管制,11,3546,15,0.0392
CN,人工智能,单边,11,3546,15,0.0392
CN,人工智能,强制措施,11,3546,15,0.0392
CN,人工智能,壁垒,11,3546,15,0.0392
CN,人工智能,涉毒,11,3546,15,0.0392
CN,人工智能,宽泛,11,3546,15,0.0392
CN,人工智能,轻量,11,3546,15,0.0392
CN,人工智能,科学研究,11,3546,15,0.0392
CN,人工智能,创意,11,3546,15,0.0392
CN,人工智能,退化,11,3546,15,0.0392
CN,人工智能,减弱,11,3546,15,0.0392
CN,人工智能,挖掘,11,3546,15,0.0392
CN,人工智能,计算技术,11,3546,15,0.0392
CN,人工智能,分级管理,11,3546,15,0.0392
CN,人工智能,具体情况,11,3546,15,0.0392
CN,人工智能,受理,11,3546,15,0.0392
CN,人工智能,主义,11,3546,15,0.0392
CN,人工智能,预案,11,3546,15,0.0392
CN,人工智能,从业,11,3546,15,0.0392
CN,人工智能,裁决权,11,3546,15,0.0392
CN,人工智能,开关,11,3546,15,0.0392
CN,人工智能,预留,11,3546,15,0.0392
CN,人工智能,以多,11,3546,15,0.0392
CN,人工智能,接收,11,3546,15,0.0392
CN,人工智能,回报,11,3546,15,0.0392
CN,人工智能,智算,11,3546,22,-0.0213
CN,人工智能,持使,11,3546,23,-0.0283
CN,人工智能,前瞻,11,3546,30,-0.0703
CN,人工智能,中建,11,3546,30,-0.0703
CN,人工智能,版权,11,3546,35,-0.0946
CN,人工智能,消耗,11,3546,60,-0.1797
CN,人工智能,污染,11,3546,60,-0.1797
CN,人工智能,总体,10,3546,15,0.0238
CN,人工智能,模态,10,3546,15,0.0238
CN,人工智能,通信,10,3546,15,0.0238
CN,人工智能,传统产业,10,3546,15,0.0238
CN,人工智能,战略性,10,3546,15,0.0238
CN,人工智能,新兴产业,10,3546,15,0.0238
CN,人工智能,商务,10,3546,15,0.0238
CN,人工智能,家政,10,3546,15,0.0238
CN,人工智能,救灾,10,3546,15,0.0238
CN,人工智能,现场,10,3546,15,0.0238
CN,人工智能,西算,10,3546,15,0.0238
CN,人工智能,校将,10,3546,15,0.0238
CN,人工智能,公民,10,3546,15,0.0238
CN,人工智能,safety,10,3546,15,0.0238
CN,人工智能,态度,10,3546,15,0.0238
CN,人工智能,运维,10,3546,15,0.0238
CN,人工智能,神经,10,3546,15,0.0238
CN,人工智能,下游,10,3546,15,0.0238
CN,人工智能,便利,10,3546,15,0.0238
CN,人工智能,意识形态,10,3546,15,0.0238
CN,人工智能,技巧,10,3546,15,0.0238
CN,人工智能,化能,10,3546,15,0.0238
CN,人工智能,犯罪,10,3546,15,0.0238
CN,人工智能,左右,10,3546,15,0.0238
CN,人工智能,结构性,10,3546,15,0.0238
CN,人工智能,觉醒,10,3546,15,0.0238
CN,人工智能,能效,10,3546,15,0.0238
CN,人工智能,励地,10,3546,15,0.0238
CN,人工智能,防御,10,3546,15,0.0238
CN,人工智能,知情,10,3546,15,0.0238
CN,人工智能,抵御,10,3546,15,0.0238
CN,人工智能,提前,10,3546,15,0.0238
CN,人工智能,调度,10,3546,15,0.0238
CN,人工智能,不可逆转,10,3546,15,0.0238
CN,人工智能,公正,10,3546,15,0.0238
CN,人工智能,奖励,10,3546,15,0.0238
CN,人工智能,惩罚,10,3546,15,0.0238
CN,人工智能,逐步,10,3546,15,0.0238
CN,人工智能,最优,10,3546,15,0.0238
CN,人工智能,累积,10,3546,15,0.0238
CN,人工智能,动化,10,3546,30,-0.084
CN,人工智能,真实性,10,3546,30,-0.084
CN,人工智能,隐匿,10,3546,30,-0.084
CN,人工智能,意图,10,3546,30,-0.084
CN,人工智能,下载,10,3546,40,-0.1288
CN,人工智能,行政,10,3546,45,-0.1471
CN,人工智能,过滤,10,3546,57,-0.1839
CN,人工智能,明显,10,3546,88,-0.2514
CN,人工智能,6g,9,3546,15,0.0073
CN,人工智能,法向,9,3546,15,0.0073
CN,人工智能,经营范围,9,3546,15,0.0073
CN,人工智能,物业,9,3546,15,0.0073
CN,人工智能,治安管理,9,3546,15,0.0073
CN,人工智能,执法,9,3546,15,0.0073
CN,人工智能,指挥,9,3546,15,0.0073
CN,人工智能,对接,9,3546,15,0.0073
CN,人工智能,公共财政,9,3546,15,0.0073
CN,人工智能,东数,9,3546,15,0.0073
CN,人工智能,学科专业,9,3546,15,0.0073
CN,人工智能,法人,9,3546,15,0.0073
CN,人工智能,取得,9,3546,15,0.0073
CN,人工智能,轻量级,9,3546,15,0.0073
CN,人工智能,采取措施,9,3546,15,0.0073
CN,人工智能,最佳,9,3546,15,0.0073
CN,人工智能,提倡,9,3546,15,0.0073
CN,人工智能,开放性,9,3546,15,0.0073
CN,人工智能,跨地区,9,3546,15,0.0073
CN,人工智能,跨国,9,3546,15,0.0073
CN,人工智能,更为,9,3546,15,0.0073
CN,人工智能,状态,9,3546,15,0.0073
CN,人工智能,个体,9,3546,15,0.0073
CN,人工智能,性格,9,3546,15,0.0073
CN,人工智能,群进,9,3546,15,0.0073
CN,人工智能,区别对待,9,3546,15,0.0073
CN,人工智能,拓宽,9,3546,15,0.0073
CN,人工智能,魔盒,9,3546,15,0.0073
CN,人工智能,杀伤性,9,3546,15,0.0073
CN,人工智能,直接,9,3546,15,0.0073
CN,人工智能,供应,9,3546,15,0.0073
CN,人工智能,氛围,9,3546,15,0.0073
CN,人工智能,人工,9,3546,15,0.0073
CN,人工智能,智全理,9,3546,15,0.0073
CN,人工智能,回退,9,3546,15,0.0073
CN,人工智能,其应,9,3546,15,0.0073
CN,人工智能,投诉,9,3546,15,0.0073
CN,人工智能,克服,9,3546,15,0.0073
CN,人工智能,不利条件,9,3546,15,0.0073
CN,人工智能,出现意外,9,3546,15,0.0073
CN,人工智能,最低,9,3546,15,0.0073
CN,人工智能,限度,9,3546,15,0.0073
CN,人工智能,主运,9,3546,15,0.0073
CN,人工智能,业级,9,3546,15,0.0073
CN,人工智能,颠覆性,9,3546,15,0.0073
CN,人工智能,建模,9,3546,15,0.0073
CN,人工智能,模式识别,9,3546,15,0.0073
CN,人工智能,体化,9,3546,30,-0.0988
CN,人工智能,从应,9,3546,30,-0.0988
CN,人工智能,总结,9,3546,30,-0.0988
CN,人工智能,客观,9,3546,34,-0.118
CN,人工智能,法规,9,3546,45,-0.1609
CN,人工智能,部门规章,9,3546,45,-0.1609
CN,人工智能,操作,9,3546,60,-0.2049
CN,人工智能,外部,9,3546,65,-0.2171
CN,人工智能,习近平,8,3546,15,-0.0106
CN,人工智能,现代,8,3546,15,-0.0106
CN,人工智能,灵活,8,3546,15,-0.0106
CN,人工智能,海洋,8,3546,15,-0.0106
CN,人工智能,基础架构,8,3546,15,-0.0106
CN,人工智能,资助,8,3546,15,-0.0106
CN,人工智能,产教,8,3546,15,-0.0106
CN,人工智能,办公室,8,3546,15,-0.0106
CN,人工智能,此外,8,3546,15,-0.0106
CN,人工智能,由于,8,3546,15,-0.0106
CN,人工智能,依托,8,3546,15,-0.0106
CN,人工智能,暗藏,8,3546,15,-0.0106
CN,人工智能,议程,8,3546,15,-0.0106
CN,人工智能,同质化,8,3546,15,-0.0106
CN,人工智能,普通,8,3546,15,-0.0106
CN,人工智能,扩充,8,3546,15,-0.0106
CN,人工智能,熔断,8,3546,15,-0.0106
CN,人工智能,关联,8,3546,15,-0.0106
CN,人工智能,尊严,8,3546,15,-0.0106
CN,人工智能,技术开发,8,3546,15,-0.0106
CN,人工智能,聚焦,8,3546,15,-0.0106
CN,人工智能,以前,8,3546,15,-0.0106
CN,人工智能,测试报告,8,3546,15,-0.0106
CN,人工智能,词注,8,3546,15,-0.0106
CN,人工智能,指标,8,3546,15,-0.0106
CN,人工智能,纠正,8,3546,15,-0.0106
CN,人工智能,之间,8,3546,15,-0.0106
CN,人工智能,科研机构,8,3546,30,-0.1148
CN,人工智能,公共利益,8,3546,30,-0.1148
CN,人工智能,审核,8,3546,30,-0.1148
CN,人工智能,传导,8,3546,30,-0.1148
